Sample	Name	Time Desc	Time	Time Unit	Donor	CNhs	Time Course	Time Course Id	Species	Series
3601-170F5	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 024hr	1440	mins	 biol_rep1	CNhs11498	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3673-171F5	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 024hr	1440	mins	 biol_rep2	CNhs11576	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3748-172I5	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 024hr	1440	mins	 biol_rep3	CNhs14262	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3971-173H4	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 024hr	1440	mins	 biol_rep4	CNhs14346	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3591-170E4	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 024hr	1440	mins	 biol_rep1	CNhs11488	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3663-171E4	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 024hr	1440	mins	 biol_rep2	CNhs11566	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3738-172H4	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 024hr	1440	mins	 biol_rep3	CNhs11654	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3970-173G4	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 024hr	1440	mins	 biol_rep4	CNhs14345	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3967-173D4	macrophage, TB infection, non-stimulated BMDM, without Mtb	 024hr	1440	mins	 biol_rep4	CNhs14342	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3561-170B1	macrophage, TB infection, non-stimulated BMDM, without Mtb	 024hr	1440	mins	 biol_rep1	CNhs11458	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3633-171B1	macrophage, TB infection, non-stimulated BMDM, without Mtb	 024hr	1440	mins	 biol_rep2	CNhs11533	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3708-172E1	macrophage, TB infection, non-stimulated BMDM, without Mtb	 024hr	1440	mins	 biol_rep3	CNhs11636	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
13385-143I1	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 024hr	1440	mins	 biol_rep1	CNhs13755	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13386-143I2	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 024hr	1440	mins	 biol_rep2	CNhs13756	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13387-143I3	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 024hr	1440	mins	 biol_rep3	CNhs13757	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
3572-170D2	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 028hr	1680	mins	 biol_rep1	CNhs11469	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3644-171D2	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 028hr	1680	mins	 biol_rep2	CNhs11547	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3719-172G2	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 028hr	1680	mins	 biol_rep3	CNhs11643	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3582-170E3	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb	 028hr	1680	mins	 biol_rep1	CNhs11479	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3654-171E3	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb	 028hr	1680	mins	 biol_rep2	CNhs11557	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3729-172H3	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb	 028hr	1680	mins	 biol_rep3	CNhs11649	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3602-170G5	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 028hr	1680	mins	 biol_rep1	CNhs11502	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3674-171G5	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 028hr	1680	mins	 biol_rep2	CNhs11577	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3749-172A6	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 028hr	1680	mins	 biol_rep3	CNhs14263	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3592-170F4	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 028hr	1680	mins	 biol_rep1	CNhs11489	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3664-171F4	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 028hr	1680	mins	 biol_rep2	CNhs11567	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3739-172I4	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 028hr	1680	mins	 biol_rep3	CNhs14254	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3562-170C1	macrophage, TB infection, non-stimulated BMDM, without Mtb	 028hr	1680	mins	 biol_rep1	CNhs11459	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3634-171C1	macrophage, TB infection, non-stimulated BMDM, without Mtb	 028hr	1680	mins	 biol_rep2	CNhs11534	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3709-172F1	macrophage, TB infection, non-stimulated BMDM, without Mtb	 028hr	1680	mins	 biol_rep3	CNhs11637	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3612-170H6	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 028hr(004h after stimulation)	1680	mins	 biol_rep1	CNhs11512	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3684-171H6	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 028hr(004h after stimulation)	1680	mins	 biol_rep2	CNhs11587	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3977-173E5	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 028hr(004h after stimulation)	1680	mins	 biol_rep4	CNhs14352	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3617-170D7	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), with Mtb	 028hr(004h after stimulation)	1680	mins	 biol_rep1	CNhs11517	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3982-173A6	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), with Mtb	 028hr(004h after stimulation)	1680	mins	 biol_rep4	CNhs14357	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3627-170E8	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb	 028hr(004h after stimulation)	1680	mins	 biol_rep1	CNhs11527	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3699-171E8	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb	 028hr(004h after stimulation)	1680	mins	 biol_rep2	CNhs11627	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3992-173B7	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb	 028hr(004h after stimulation)	1680	mins	 biol_rep4	CNhs14367	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3622-170I7	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb	 028hr(004h after stimulation)	1680	mins	 biol_rep1	CNhs11522	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3694-171I7	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb	 028hr(004h after stimulation)	1680	mins	 biol_rep2	CNhs11622	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3987-173F6	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb	 028hr(004h after stimulation)	1680	mins	 biol_rep4	CNhs14362	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3972-173I4	macrophage, TB infection, non-stimulated BMDM, with Mtb	 028hr(004h after stimulation)	1680	mins	 biol_rep4	CNhs14347	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3607-170C6	macrophage, TB infection, non-stimulated BMDM, with Mtb	 028hr(004h after stimulation)	1680	mins	 biol_rep1	CNhs11507	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3679-171C6	macrophage, TB infection, non-stimulated BMDM, with Mtb	 028hr(004h after stimulation)	1680	mins	 biol_rep2	CNhs11582	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3689-171D7	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), with Mtb	 028hr(004h after stimulaton)	1680	mins	 biol_rep2	CNhs11617	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
12647-134H1	Aortic smooth muscle cell response to FGF2	 02hr	120	mins	biol_rep1	CNhs13344	AoSMC response to FGF2	AoSMC_response_to_FGF2	Human	Early response
12745-135I9	Aortic smooth muscle cell response to FGF2	 02hr	120	mins	biol_rep2	CNhs13363	AoSMC response to FGF2	AoSMC_response_to_FGF2	Human	Early response
12843-137B8	Aortic smooth muscle cell response to FGF2	 02hr	120	mins	biol_rep3	CNhs13572	AoSMC response to FGF2	AoSMC_response_to_FGF2	Human	Early response
12755-136B1	Aortic smooth muscle cell response to IL1b	 02hr	120	mins	biol_rep2 (LK47)	CNhs13374	AoSMC response to IL1b	AoSMC_response_to_IL1b	Human	Early response
12853-137C9	Aortic smooth muscle cell response to IL1b	 02hr	120	mins	biol_rep3 (LK48)	CNhs13582	AoSMC response to IL1b	AoSMC_response_to_IL1b	Human	Early response
12311-130F7	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 02hr	120	mins	 biol_rep1 (002hA1)	CNhs13117	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12433-132B3	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 02hr	120	mins	 biol_rep2 (002hA2)	CNhs13247	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12555-133F8	ST2 (Mesenchymal stem cells) cells, differentiation to adipocytes	 02hr	120	mins	 biol_rep3 (002hA3)	CNhs13296	MSC to adipocyte (mouse)	MSC_to_adipocyte_(mouse)	Mouse	Early response
12326-130H4	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 02hr	120	mins	 biol_rep1 (002hB1)	CNhs13133	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
12448-132C9	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 02hr	120	mins	 biol_rep2 (002hB2)	CNhs13262	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
12570-133H5	ST2 (Mesenchymal stem cells) cells, differentiation to osteocytes	 02hr	120	mins	 biol_rep3 (002hB3)	CNhs13311	MSC to osteocyte (mouse)	MSC_to_osteocyte_(mouse)	Mouse	Early response
12975-138H5	EBF KO HPCs induced to T cell	 02hr	120	mins	 biol_rep1	CNhs12233	T-cell differentiation	T-cell_differentiation	Mouse	Early response
13007-139C1	EBF KO HPCs induced to T cell	 02hr	120	mins	 biol_rep3	CNhs13690	T-cell differentiation	T-cell_differentiation	Mouse	Early response
13646-147B1	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 02hr00min	120	mins	 biol_rep1	CNhs14485	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13647-147B2	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 02hr00min	120	mins	 biol_rep2	CNhs14486	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13648-147B3	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 02hr00min	120	mins	 biol_rep3	CNhs14487	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13070-140A1	J2E erythroblastic leukemia response to erythropoietin	 02hr00min	120	mins	 biol_rep1	CNhs12650	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
13136-140H4	J2E erythroblastic leukemia response to erythropoietin	 02hr00min	120	mins	 biol_rep2	CNhs12675	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
13202-141F7	J2E erythroblastic leukemia response to erythropoietin	 02hr00min	120	mins	 biol rep3	CNhs14548	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
12267-130A8	Lymphatic Endothelial cells response to VEGFC	 02hr00min	120	mins	 biol_rep1 (MM XIX - 8)	CNhs13106	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12389-131F4	Lymphatic Endothelial cells response to VEGFC	 02hr00min	120	mins	 biol_rep2 (MM XIV - 8)	CNhs13164	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12511-133A9	Lymphatic Endothelial cells response to VEGFC	 02hr00min	120	mins	 biol_rep3 (MM XXII - 8)	CNhs13283	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
13306-142I3	Monocyte-derived macrophages response to udorn influenza infection	 02hr00min	120	mins	 donor1 (868_121:Ud_2h)	CNhs13555	Macrophage influenza infection	Macrophage_influenza_infection	Human	Activation
13324-143B3	Monocyte-derived macrophages response to udorn influenza infection	 02hr00min	120	mins	 donor3 (536_119:Ud_2h)	CNhs13651	Macrophage influenza infection	Macrophage_influenza_infection	Human	Activation
13312-142I9	Monocyte-derived macrophages response to udorn influenza infection	 02hr00min	120	mins	 donor4 (227_121:Ud_2h)	CNhs13640	Macrophage influenza infection	Macrophage_influenza_infection	Human	Activation
12803-136G4	Monocyte-derived macrophages response to LPS	 02hr00min	120	mins	 donor2 (t8 Subject2)	CNhs13386	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
12901-137I3	Monocyte-derived macrophages response to LPS	 02hr00min	120	mins	 donor3 (t8 Subject3)	CNhs13181	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
13038-139F5	MCF7 breast cancer cell line response to EGF1	 02hr00min	120	mins	 biol_rep1	CNhs12426	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13104-140D8	MCF7 breast cancer cell line response to EGF1	 02hr00min	120	mins	 biol_rep2	CNhs12483	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13170-141C2	MCF7 breast cancer cell line response to EGF1	 02hr00min	120	mins	 biol_rep3	CNhs12744	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13054-139H3	MCF7 breast cancer cell line response to HRG	 02hr00min	120	mins	 biol_rep1	CNhs12441	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13120-140F6	MCF7 breast cancer cell line response to HRG	 02hr00min	120	mins	 biol_rep2	CNhs12658	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13186-141D9	MCF7 breast cancer cell line response to HRG	 02hr00min	120	mins	 biol_rep3	CNhs12760	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13250-142C1	mesenchymal stem cells (adipose derived), adipogenic induction	 02hr00min	120	mins	 biol_rep1	CNhs13603	MSC to adipocyte (human)	MSC_to_adipocyte_(human)	Human	Early response
13251-142C2	mesenchymal stem cells (adipose derived), adipogenic induction	 02hr00min	120	mins	 biol_rep2	CNhs13604	MSC to adipocyte (human)	MSC_to_adipocyte_(human)	Human	Early response
12669-135A5	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 02hr00min	120	mins	 biol_rep1 (A1 T7)	CNhs12388	Saos calcification	Saos_calcification	Human	Early response
12767-136C4	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 02hr00min	120	mins	 biol_rep2 (A2 T7)	CNhs12867	Saos calcification	Saos_calcification	Human	Early response
12865-137E3	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 02hr00min	120	mins	 biol_rep3 (A3 T7)	CNhs12881	Saos calcification	Saos_calcification	Human	Early response
13649-147B4	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 02hr30min	150	mins	 biol_rep1	CNhs14488	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13650-147B5	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 02hr30min	150	mins	 biol_rep2	CNhs14489	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13651-147B6	ARPE-19 EMT induced with TGF-beta and TNF-alpha	 02hr30min	150	mins	 biol_rep3	CNhs14490	Epithelial to mesenchymal 	Epithelial_to_mesenchymal 	Human	Early response
13071-140A2	J2E erythroblastic leukemia response to erythropoietin	 02hr30min	150	mins	 biol_rep1	CNhs12651	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
13137-140H5	J2E erythroblastic leukemia response to erythropoietin	 02hr30min	150	mins	 biol_rep2	CNhs12676	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
13203-141F8	J2E erythroblastic leukemia response to erythropoietin	 02hr30min	150	mins	 biol_rep3	CNhs12778	J2E erythrocytic differentiation (EPO)	J2E_erythrocytic_differentiation_(EPO)	Mouse	Early response
12268-130A9	Lymphatic Endothelial cells response to VEGFC	 02hr30min	150	mins	 biol_rep1 (MM XIX - 9)	CNhs13107	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12390-131F5	Lymphatic Endothelial cells response to VEGFC	 02hr30min	150	mins	 biol_rep2 (MM XIV - 9)	CNhs13165	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12512-133B1	Lymphatic Endothelial cells response to VEGFC	 02hr30min	150	mins	 biol_rep3 (MM XXII - 9)	CNhs13284	Lymphatic EC response to VEGFC	Lymphatic_EC_response_to_VEGFC	Human	Early response
12706-135E6	Monocyte-derived macrophages response to LPS	 02hr30min	150	mins	 donor1 (t9 Subject1)	CNhs13152	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
12804-136G5	Monocyte-derived macrophages response to LPS	 02hr30min	150	mins	 donor2 (t9 Subject2)	CNhs13387	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
12902-137I4	Monocyte-derived macrophages response to LPS	 02hr30min	150	mins	 donor3 (t9 Subject3)	CNhs13182	Macrophage response to LPS	Macrophage_response_to_LPS	Human	Early response
13039-139F6	MCF7 breast cancer cell line response to EGF1	 02hr30min	150	mins	 biol_rep1	CNhs12427	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13105-140D9	MCF7 breast cancer cell line response to EGF1	 02hr30min	150	mins	 biol_rep2	CNhs12484	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13171-141C3	MCF7 breast cancer cell line response to EGF1	 02hr30min	150	mins	 biol_rep3	CNhs12746	MCF7 response to EGF	MCF7_response_to_EGF	Human	Early response
13055-139H4	MCF7 breast cancer cell line response to HRG	 02hr30min	150	mins	 biol_rep1	CNhs12442	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13121-140F7	MCF7 breast cancer cell line response to HRG	 02hr30min	150	mins	 biol_rep2	CNhs12659	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13187-141E1	MCF7 breast cancer cell line response to HRG	 02hr30min	150	mins	 biol_rep3	CNhs12761	MCF7 response to HRG	MCF7_response_to_HRG	Human	Early response
13253-142C4	mesenchymal stem cells (adipose derived), adipogenic induction	 02hr30min	150	mins	 biol_rep1	CNhs13606	MSC to adipocyte (human)	MSC_to_adipocyte_(human)	Human	Early response
13255-142C6	mesenchymal stem cells (adipose derived), adipogenic induction	 02hr30min	150	mins	 biol_rep3	CNhs13608	MSC to adipocyte (human)	MSC_to_adipocyte_(human)	Human	Early response
12670-135A6	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 02hr30min	150	mins	 biol_rep1 (A1 T8)	CNhs12389	Saos calcification	Saos_calcification	Human	Early response
12768-136C5	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 02hr30min	150	mins	 biol_rep2 (A2 T8)	CNhs12868	Saos calcification	Saos_calcification	Human	Early response
12866-137E4	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification	 02hr30min	150	mins	 biol_rep3 (A3 T8)	CNhs12882	Saos calcification	Saos_calcification	Human	Early response
13388-143I4	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 030hr	1800	mins	 biol_rep1	CNhs13758	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13389-143I5	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 030hr	1800	mins	 biol_rep2	CNhs13759	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13390-143I6	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 030hr	1800	mins	 biol_rep3	CNhs13760	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
3573-170E2	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 036hr	2160	mins	 biol_rep1	CNhs11470	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3645-171E2	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 036hr	2160	mins	 biol_rep2	CNhs11548	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3720-172H2	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 036hr	2160	mins	 biol_rep3	CNhs14302	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3583-170F3	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb	 036hr	2160	mins	 biol_rep1	CNhs11480	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3655-171F3	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb	 036hr	2160	mins	 biol_rep2	CNhs11558	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3730-172I3	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), without Mtb	 036hr	2160	mins	 biol_rep3	CNhs14306	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3603-170H5	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 036hr	2160	mins	 biol_rep1	CNhs11503	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3750-172B6	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), without Mtb	 036hr	2160	mins	 biol_rep3	CNhs14264	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3593-170G4	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 036hr	2160	mins	 biol_rep1	CNhs11490	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3665-171G4	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 036hr	2160	mins	 biol_rep2	CNhs11568	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3740-172A5	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), without Mtb	 036hr	2160	mins	 biol_rep3	CNhs14255	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3563-170D1	macrophage, TB infection, non-stimulated BMDM, without Mtb	 036hr	2160	mins	 biol_rep1	CNhs11460	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3635-171D1	macrophage, TB infection, non-stimulated BMDM, without Mtb	 036hr	2160	mins	 biol_rep2	CNhs11535	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
3710-172G1	macrophage, TB infection, non-stimulated BMDM, without Mtb	 036hr	2160	mins	 biol_rep3	CNhs14298	BMM TB infection control	BMM_TB_infection_control	Mouse	Activation
13391-143I7	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 036hr	2160	mins	 biol_rep1	CNhs13762	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13392-143I8	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 036hr	2160	mins	 biol_rep2	CNhs13763	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
13393-143I9	Tracheal epithelial cells, differentiation to ciliated epithelial cells	 036hr	2160	mins	 biol_rep3	CNhs13764	Tracheal to ciliated epithelium	Tracheal_to_ciliated_epithelium	Mouse	Activation
3613-170I6	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 036hr(012h after stimulation)	2160	mins	 biol_rep1	CNhs11513	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3685-171I6	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 036hr(012h after stimulation)	2160	mins	 biol_rep2	CNhs11588	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3978-173F5	macrophage, TB infection, stimulated BMDM+IFNg(caMph)	 036hr(012h after stimulation)	2160	mins	 biol_rep4	CNhs14353	BMM TB activation IFNg	BMM_TB_activation_IFNg	Mouse	Activation
3618-170E7	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), with Mtb	 036hr(012h after stimulation)	2160	mins	 biol_rep1	CNhs11518	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3690-171E7	macrophage, TB infection, stimulated BMDM+IL-13(aaMph), with Mtb	 036hr(012h after stimulation)	2160	mins	 biol_rep2	CNhs11618	BMM TB activation IL13	BMM_TB_activation_IL13	Mouse	Activation
3628-170F8	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb	 036hr(012h after stimulation)	2160	mins	 biol_rep1	CNhs11528	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3700-171F8	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb	 036hr(012h after stimulation)	2160	mins	 biol_rep2	CNhs11628	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3993-173C7	macrophage, TB infection, stimulated BMDM+IL-4(aaMph), with Mtb	 036hr(012h after stimulation)	2160	mins	 biol_rep4	CNhs14368	BMM TB activation IL4	BMM_TB_activation_IL4	Mouse	Activation
3623-170A8	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb	 036hr(012h after stimulation)	2160	mins	 biol_rep1	CNhs11523	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3695-171A8	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb	 036hr(012h after stimulation)	2160	mins	 biol_rep2	CNhs11623	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
3988-173G6	macrophage, TB infection, stimulated BMDM+IL-4/IL-13(aaMph), with Mtb	 036hr(012h after stimulation)	2160	mins	 biol_rep4	CNhs14363	BMM TB activation IL4-IL13	BMM_TB_activation_IL4-IL13	Mouse	Activation
